,co2
19489,250
19490,228
19491,199
19492,202
19493,221
19494,154
19495,193
19496,194
19497,154
19498,164
19499,179
19500,154
19501,186
19502,194
19503,209
19504,226
19505,214
19506,194
19507,179
19508,182
19509,198
19510,222
19511,229
19512,252
19513,257
19514,197
19515,199
19516,221
19517,152
19518,193
19519,191
19520,151
19521,164
19522,177
19523,154
19524,184
19525,194
19526,209
19527,224
19528,214
19529,192
19530,179
19531,179
19532,198
19533,219
19534,227
19535,250
19536,257
19537,163
19538,178
19539,194
19540,197
19541,238
19542,229
19543,264
19544,189
19545,197
19546,222
19547,209
19548,209
19549,214
19550,223
19551,238
19552,229
19553,257
19554,262
19555,259
19556,160
19557,178
19558,189
19559,197
19560,233
19561,229
19562,262
19563,184
19564,192
19565,219
19566,207
19567,209
19568,211
19569,223
19570,233
19571,229
19572,255
19573,262
19574,257
19575,227
19576,224
19577,237
19578,262
19579,237
19580,259
19581,259
19582,249
19583,249
19584,334
19585,353
19586,238
19587,243
19588,262
19589,227
19590,219
19591,230
19592,262
19593,264
19594,267
19595,199
19596,204
19597,175
19598,172
19599,199
19600,199
19601,223
19602,209
19603,264
19604,229
19605,266
19606,279
19607,304
19608,326
19609,217
19610,324
19611,334
19612,322
19613,217
19614,321
19615,331
19616,321
19617,295
19618,302
19619,295
19620,319
19621,319
19622,319
19623,183
19624,183
19625,247
19626,224
19627,186
19628,186
19629,250
19630,227
19631,465
19632,465
19633,465
19634,465
19635,410
19636,410
19637,410
19638,179
19639,180
19640,123
19641,144
19642,150
19643,123
19644,144
19645,150
19646,140
19647,148
19648,140
19649,148
19650,176
19651,188
19652,129
19653,145
19654,152
19655,176
19656,129
19657,145
19658,152
19659,176
19660,152
19661,150
19662,152
19663,150
19664,181
19665,190
19666,197
19667,198
19668,197
19669,198
19670,221
19671,226
19672,150
19673,150
19674,155
19675,155
19676,175
19677,190
19678,182
19679,195
19680,131
19681,145
19682,153
19683,179
19684,153
19685,179
19686,158
19687,184
19688,158
19689,184
19690,157
19691,161
19692,151
19693,154
19694,178
19695,190
19696,182
19697,196
19698,171
19699,184
19700,171
19701,184
19702,176
19703,189
19704,190
19705,195
19706,203
19707,218
19708,203
19709,218
19710,208
19711,222
19712,181
19713,197
19714,174
19715,197
19716,174
19717,197
19718,179
19719,203
19720,194
19721,198
19722,212
19723,216
19724,210
19725,216
19726,214
19727,224
19728,200
19729,200
19730,205
19731,238
19732,238
19733,228
19734,228
19735,231
19736,231
19737,235
19738,235
19739,158
19740,185
19741,162
19742,189
19743,174
19744,178
19745,205
19746,224
19747,183
19748,184
19749,210
19750,230
19751,165
19752,172
19753,185
19754,211
19755,171
19756,176
19757,191
19758,216
19759,176
19760,178
19761,210
19762,227
19763,183
19764,184
19765,215
19766,229
19767,170
19768,176
19769,179
19770,200
19771,176
19772,180
19773,187
19774,205
19775,182
19776,178
19777,212
19778,224
19779,187
19780,184
19781,222
19782,230
19783,182
19784,211
19785,186
19786,216
19787,250
19788,232
19789,264
19790,250
19791,260
19792,246
19793,267
19794,260
19795,267
19796,254
19797,276
19798,272
19799,357
19800,361
19801,229
19802,238
19803,216
19804,226
19805,310
19806,281
19807,286
19808,267
19809,366
19810,357
19811,216
19812,241
19813,216
19814,242
19815,267
19816,268
19817,271
19818,272
19819,327
19820,327
19821,191
19822,238
19823,243
19824,210
19825,229
19826,232
19827,248
19828,231
19829,260
19830,299
19831,181
19832,197
19833,202
19834,202
19835,216
19836,213
19837,216
19838,207
19839,217
19840,292
19841,292
19842,164
19843,164
19844,194
19845,193
19846,197
19847,216
19848,202
19849,218
19850,245
19851,259
19852,284
19853,278
19854,269
19855,275
19856,383
19857,349
19858,332
19859,310
19860,331
19861,314
19862,396
19863,336
19864,295
19865,343
19866,370
19867,379
19868,305
19869,291
19870,297
19871,354
19872,339
19873,217
19874,197
19875,197
19876,233
19877,197
19878,233
19879,153
19880,153
19881,165
19882,169
19883,171
19884,171
19885,178
19886,195
19887,181
19888,183
19889,127
19890,136
19891,139
19892,139
19893,191
19894,234
19895,215
19896,215
19897,260
19898,265
19899,288
19900,295
19901,330
19902,335
19903,250
19904,243
19905,264
19906,250
19907,243
19908,264
19909,225
19910,304
19911,177
19912,223
19913,246
19914,223
19915,240
19916,185
19917,170
19918,211
19919,234
19920,203
19921,221
19922,246
19923,277
19924,284
19925,284
19926,377
19927,177
19928,206
19929,226
19930,180
19931,206
19932,226
19933,263
19934,255
19935,296
19936,275
19937,268
19938,263
19939,296
19940,275
19941,323
19942,321
19943,270
19944,355
19945,371
19946,381
19947,175
19948,143
19949,143
19950,177
19951,109
19952,109
19953,138
19954,113
19955,143
19956,133
19957,151
19958,163
19959,143
19960,115
19961,145
19962,135
19963,118
19964,120
19965,155
19966,172
19967,148
19968,125
19969,163
19970,160
19971,153
19972,128
19973,120
19974,125
19975,169
19976,180
19977,145
19978,175
19979,182
19980,193
19981,200
19982,155
19983,150
19984,190
19985,159
19986,195
19987,211
19988,190
19989,139
19990,145
19991,180
19992,158
19993,189
19994,190
19995,206
19996,160
19997,194
19998,165
19999,194
20000,238
20001,175
20002,230
20003,266
20004,182
20005,188
20006,213
20007,229
20008,180
20009,191
20010,196
20011,198
20012,198
20013,200
20014,155
20015,150
20016,190
20017,159
20018,190
20019,136
20020,135
20021,172
20022,205
20023,277
20024,310
20025,293
20026,309
20027,350
20028,114
20029,140
20030,140
20031,186
20032,201
20033,191
20034,118
20035,137
20036,151
20037,185
20038,170
20039,211
20040,174
20041,192
20042,161
20043,160
20044,488
20045,490
20046,475
20047,420
20048,420
20049,158
20050,167
20051,139
20052,149
20053,148
20054,145
20055,178
20056,174
20057,153
20058,163
20059,160
20060,193
20061,199
20062,190
20063,139
20064,119
20065,139
20066,142
20067,134
20068,154
20069,204
20070,173
20071,135
20072,133
20073,127
20074,114
20075,154
20076,156
20077,191
20078,198
20079,196
20080,194
20081,198
20082,196
20083,173
20084,174
20085,139
20086,147
20087,145
20088,119
20089,119
20090,176
20091,154
20092,153
20093,116
20094,177
20095,164
20096,162
20097,129
20098,154
20099,127
20100,169
20101,184
20102,169
20103,143
20104,174
20105,194
20106,154
20107,154
20108,169
20109,179
20110,199
20111,156
20112,154
20113,149
20114,119
20115,119
20116,122
20117,157
20118,181
20119,119
20120,242
20121,264
20122,259
20123,288
20124,141
20125,147
20126,150
20127,154
20128,182
20129,189
20130,184
20131,179
20132,173
20133,193
20134,221
20135,189
20136,218
20137,157
20138,163
20139,154
20140,159
20141,163
20142,159
20143,157
20144,154
20145,166
20146,161
20147,249
20148,251
20149,244
20150,244
20151,254
20152,249
20153,252
20154,247
20155,157
20156,159
20157,180
20158,184
20159,157
20160,157
20161,127
20162,149
20163,152
20164,124
20165,167
20166,167
20167,137
20168,139
20169,169
20170,189
20171,148
20172,148
20173,149
20174,149
20175,224
20176,166
20177,166
20178,166
20179,197
20180,172
20181,172
20182,172
20183,172
20184,177
20185,154
20186,151
20187,156
20188,156
20189,154
20190,154
20191,189
20192,156
20193,156
20194,222
20195,164
20196,164
20197,164
20198,194
20199,169
20200,169
20201,169
20202,224
20203,189
20204,163
20205,171
20206,172
20207,201
20208,208
20209,212
20210,212
20211,210
20212,209
20213,208
20214,215
20215,189
20216,200
20217,176
20218,189
20219,189
20220,200
20221,145
20222,145
20223,214
20224,223
20225,218
20226,214
20227,204
20228,213
20229,202
20230,208
20231,155
20232,155
20233,230
20234,237
20235,229
20236,230
20237,139
20238,139
20239,152
20240,158
20241,156
20242,160
20243,152
20244,158
20245,156
20246,160
20247,135
20248,140
20249,135
20250,140
20251,109
20252,215
20253,215
20254,152
20255,158
20256,152
20257,160
20258,138
20259,138
20260,192
20261,195
20262,173
20263,192
20264,195
20265,173
20266,192
20267,195
20268,173
20269,177
20270,190
20271,167
20272,177
20273,190
20274,167
20275,177
20276,190
20277,167
20278,129
20279,137
20280,139
20281,137
20282,139
20283,236
20284,236
20285,327
20286,346
20287,146
20288,165
20289,131
20290,145
20291,128
20292,182
20293,193
20294,203
20295,236
20296,247
20297,130
20298,141
20299,159
20300,118
20301,118
20302,143
20303,160
20304,245
20305,140
20306,174
20307,198
20308,198
20309,215
20310,191
20311,212
20312,218
20313,252
20314,190
20315,200
20316,163
20317,191
20318,241
20319,222
20320,241
20321,208
20322,230
20323,194
20324,190
20325,187
20326,184
20327,210
20328,237
20329,179
20330,208
20331,249
20332,259
20333,294
20334,274
20335,214
20336,249
20337,254
20338,330
20339,289
20340,269
20341,289
20342,269
20343,269
20344,269
20345,269
20346,294
20347,294
20348,154
20349,149
20350,164
20351,164
20352,159
20353,159
20354,239
20355,249
20356,234
20357,244
20358,249
20359,254
20360,244
20361,249
20362,192
20363,163
20364,165
20365,191
20366,163
20367,189
20368,201
20369,145
20370,152
20371,165
20372,125
20373,125
20374,126
20375,162
20376,191
20377,184
20378,185
20379,192
20380,220
20381,123
20382,124
20383,138
20384,150
20385,171
20386,121
20387,255
20388,206
20389,237
20390,209
20391,228
20392,194
20393,187
20394,194
20395,237
20396,520
20397,520
20398,520
20399,400
20400,400
20401,400
20402,400
20403,500
20404,500
20405,495
20406,495
20407,291
20408,266
20409,299
20410,282
20411,249
20412,275
20413,244
20414,270
20415,354
20416,248
20417,205
20418,240
20419,298
20420,194
20421,224
20422,194
20423,224
20424,265
20425,299
20426,299
20427,376
20428,352
20429,271
20430,265
20431,294
20432,374
20433,352
20434,232
20435,269
20436,186
20437,168
20438,195
20439,231
20440,214
20441,261
20442,264
20443,192
20444,269
20445,208
20446,196
20447,220
20448,208
20449,216
20450,243
20451,206
20452,400
20453,400
20454,400
20455,340
20456,370
20457,400
20458,400
20459,400
20460,150
20461,157
20462,152
20463,124
20464,159
20465,157
20466,162
20467,179
20468,183
20469,128
20470,125
20471,189
20472,162
20473,231
20474,190
20475,198
20476,173
20477,184
20478,186
20479,205
20480,186
20481,191
20482,207
20483,165
20484,167
20485,245
20486,207
20487,174
20488,183
20489,193
20490,267
20491,284
20492,148
20493,157
20494,155
20495,162
20496,159
20497,166
20498,128
20499,142
20500,129
20501,147
20502,137
20503,154
20504,128
20505,142
20506,129
20507,147
20508,137
20509,154
20510,157
20511,157
20512,159
20513,166
20514,163
20515,169
20516,137
20517,142
20518,141
20519,147
20520,149
20521,154
20522,137
20523,142
20524,141
20525,147
20526,149
20527,154
20528,176
20529,172
20530,172
20531,176
20532,141
20533,149
20534,156
20535,159
20536,149
20537,141
20538,149
20539,156
20540,159
20541,149
20542,187
20543,187
20544,192
20545,192
20546,148
20547,157
20548,155
20549,162
20550,159
20551,166
20552,128
20553,142
20554,129
20555,147
20556,137
20557,154
20558,128
20559,142
20560,129
20561,147
20562,137
20563,154
20564,157
20565,157
20566,159
20567,166
20568,163
20569,169
20570,137
20571,142
20572,141
20573,147
20574,149
20575,154
20576,137
20577,142
20578,141
20579,147
20580,149
20581,154
20582,172
20583,172
20584,176
20585,176
20586,141
20587,149
20588,149
20589,156
20590,159
20591,141
20592,149
20593,149
20594,156
20595,159
20596,187
20597,187
20598,192
20599,192
20600,158
20601,166
20602,163
20603,171
20604,163
20605,171
20606,171
20607,175
20608,146
20609,157
20610,151
20611,161
20612,164
20613,173
20614,175
20615,180
20616,180
20617,146
20618,159
20619,151
20620,164
20621,165
20622,190
20623,195
20624,195
20625,197
20626,195
20627,206
20628,190
20629,203
20630,180
20631,188
20632,183
20633,190
20634,180
20635,188
20636,183
20637,190
20638,197
20639,213
20640,192
20641,206
20642,180
20643,190
20644,183
20645,194
20646,180
20647,190
20648,183
20649,194
20650,237
20651,233
20652,229
20653,226
20654,232
20655,229
20656,239
20657,236
20658,199
20659,208
20660,199
20661,208
20662,234
20663,245
20664,241
20665,252
20666,293
20667,183
20668,193
20669,188
20670,200
20671,180
20672,160
20673,171
20674,183
20675,180
20676,167
20677,171
20678,183
20679,192
20680,202
20681,197
20682,208
20683,169
20684,180
20685,172
20686,183
20687,180
20688,169
20689,172
20690,183
20691,222
20692,222
20693,229
20694,229
20695,225
20696,225
20697,232
20698,232
20699,183
20700,192
20701,190
20702,201
20703,192
20704,183
20705,190
20706,201
20707,227
20708,232
20709,234
20710,239
20711,286
20712,188
20713,193
20714,183
20715,200
20716,183
20717,193
20718,188
20719,200
20720,172
20721,183
20722,177
20723,185
20724,172
20725,183
20726,177
20727,185
20728,192
20729,202
20730,197
20731,208
20732,174
20733,183
20734,176
20735,185
20736,174
20737,183
20738,176
20739,185
20740,222
20741,222
20742,229
20743,229
20744,227
20745,232
20746,234
20747,239
20748,288
20749,340
20750,205
20751,207
20752,212
20753,214
20754,227
20755,222
20756,234
20757,227
20758,236
20759,229
20760,241
20761,244
20762,275
20763,278
20764,344
20765,198
20766,200
20767,207
20768,207
20769,169
20770,180
20771,172
20772,183
20773,169
20774,180
20775,172
20776,183
20777,220
20778,220
20779,227
20780,224
20781,229
20782,227
20783,193
20784,205
20785,193
20786,205
20787,237
20788,239
20789,270
20790,273
20791,338
20792,202
20793,215
20794,241
20795,253
20796,217
20797,222
20798,275
20799,290
20800,326
20801,345
20802,345
20803,212
20804,219
20805,217
20806,224
20807,188
20808,194
20809,188
20810,194
20811,229
20812,232
20813,234
20814,239
20815,191
20816,202
20817,196
20818,215
20819,191
20820,202
20821,196
20822,215
20823,202
20824,215
20825,202
20826,215
20827,236
20828,248
20829,280
20830,345
20831,345
20832,195
20833,202
20834,200
20835,207
20836,210
20837,212
20838,167
20839,177
20840,167
20841,177
20842,222
20843,224
20844,227
20845,232
20846,191
20847,199
20848,191
20849,199
20850,194
20851,199
20852,194
20853,202
20854,231
20855,244
20856,258
20857,280
20858,310
20859,341
20860,244
20861,261
20862,264
20863,261
20864,264
20865,313
20866,307
20867,317
20868,322
20869,383
20870,254
20871,254
20872,249
20873,254
20874,249
20875,254
20876,249
20877,254
20878,249
20879,254
20880,279
20881,275
20882,294
20883,299
20884,304
20885,311
20886,392
20887,246
20888,253
20889,246
20890,253
20891,246
20892,253
20893,274
20894,279
20895,271
20896,276
20897,317
20898,324
20899,331
20900,317
20901,324
20902,331
20903,387
20904,223
20905,228
20906,242
20907,247
20908,281
20909,286
20910,340
20911,355
20912,355
20913,220
20914,225
20915,242
20916,247
20917,279
20918,283
20919,355
20920,246
20921,291
20922,324
20923,340
20924,362
20925,209
20926,211
20927,218
20928,221
20929,218
20930,221
20931,231
20932,222
20933,236
20934,227
20935,236
20936,227
20937,255
20938,242
20939,255
20940,242
20941,288
20942,348
20943,227
20944,235
20945,227
20946,232
20947,227
20948,232
20949,222
20950,225
20951,299
20952,299
20953,299
20954,299
20955,306
20956,315
20957,315
20958,284
20959,257
20960,174
20961,182
20962,175
20963,189
20964,199
20965,208
20966,211
20967,221
20968,211
20969,168
20970,173
20971,118
20972,139
20973,161
20974,164
20975,182
20976,138
20977,157
20978,135
20979,143
20980,138
20981,148
20982,149
20983,126
20984,121
20985,161
20986,176
20987,223
20988,237
20989,166
20990,195
20991,207
20992,163
20993,191
20994,240
20995,251
20996,278
20997,278
20998,339
20999,339
21000,280
21001,278
21002,246
21003,280
21004,244
21005,278
21006,246
21007,280
21008,244
21009,278
21010,280
21011,278
21012,275
21013,296
21014,319
21015,164
21016,172
21017,232
21018,264
21019,288
21020,280
21021,139
21022,161
21023,154
21024,163
21025,158
21026,125
21027,158
21028,175
21029,160
21030,295
21031,150
21032,136
21033,156
21034,166
21035,264
21036,283
21037,288
21038,287
21039,145
21040,162
21041,199
21042,192
21043,204
21044,201
21045,217
21046,201
21047,203
21048,226
21049,231
21050,151
21051,151
21052,137
21053,137
21054,153
21055,147
21056,153
21057,124
21058,156
21059,109
21060,109
21061,152
21062,112
21063,176
21064,166
21065,179
21066,129
21067,191
21068,150
21069,152
21070,120
21071,166
21072,145
21073,167
21074,120
21075,126
21076,166
21077,155
21078,173
21079,136
21080,171
21081,155
21082,174
21083,189
21084,129
21085,129
21086,184
21087,140
21088,178
21089,192
21090,199
21091,210
21092,159
21093,178
21094,194
21095,131
21096,134
21097,131
21098,134
21099,148
21100,219
21101,226
21102,242
21103,242
21104,140
21105,181
21106,192
21107,204
21108,155
21109,189
21110,214
21111,160
21112,223
21113,233
21114,148
21115,184
21116,196
21117,208
21118,159
21119,192
21120,219
21121,165
21122,226
21123,236
21124,162
21125,170
21126,242
21127,213
21128,229
21129,182
21130,188
21131,191
21132,198
21133,198
21134,198
21135,194
21136,198
21137,196
21138,198
21139,198
21140,198
21141,143
21142,272
21143,280
21144,272
21145,280
21146,285
21147,286
21148,285
21149,286
21150,270
21151,275
21152,266
21153,270
21154,280
21155,283
21156,277
21157,283
21158,307
21159,307
21160,272
21161,285
21162,286
21163,280
21164,307
21165,326
21166,222
21167,227
21168,242
21169,254
21170,262
21171,310
21172,310
21173,358
21174,329
21175,358
21176,378
21177,222
21178,227
21179,242
21180,254
21181,262
21182,164
21183,172
21184,176
21185,167
21186,172
21187,168
21188,157
21189,177
21190,134
21191,134
21192,143
21193,142
21194,115
21195,223
21196,227
21197,243
21198,196
21199,200
21200,196
21201,197
21202,244
21203,248
21204,248
21205,284
21206,196
21207,200
21208,232
21209,255
21210,227
21211,249
21212,244
21213,250
21214,289
21215,144
21216,189
21217,159
21218,154
21219,190
21220,197
21221,194
21222,196
21223,205
21224,163
21225,147
21226,139
21227,177
21228,190
21229,157
21230,157
21231,159
21232,155
21233,198
21234,211
21235,190
21236,206
21237,204
21238,204
21239,200
21240,240
21241,159
21242,167
21243,162
21244,200
21245,218
21246,198
21247,208
21248,206
21249,206
21250,203
21251,244
21252,140
21253,160
21254,161
21255,124
21256,125
21257,120
21258,119
21259,163
21260,185
21261,133
21262,187
21263,163
21264,154
21265,180
21266,154
21267,191
21268,196
21269,201
21270,165
21271,120
21272,124
21273,120
21274,165
21275,184
21276,148
21277,145
21278,146
21279,184
21280,191
21281,201
21282,200
21283,200
21284,164
21285,124
21286,125
21287,164
21288,184
21289,148
21290,175
21291,146
21292,191
21293,201
21294,166
21295,124
21296,125
21297,166
21298,184
21299,154
21300,175
21301,146
21302,191
21303,201
21304,139
21305,158
21306,123
21307,123
21308,117
21309,157
21310,179
21311,209
21312,173
21313,173
21314,138
21315,137
21316,182
21317,191
21318,159
21319,159
21320,154
21321,186
21322,194
21323,192
21324,205
21325,377
21326,380
21327,169
21328,199
21329,206
21330,233
21331,218
21332,213
21333,235
21334,212
21335,232
21336,254
21337,266
21338,254
21339,266
21340,183
21341,147
21342,189
21343,157
21344,183
21345,205
21346,181
21347,216
21348,194
21349,202
21350,218
21351,245
21352,259
21353,245
21354,259
21355,185
21356,149
21357,194
21358,159
21359,189
21360,221
21361,194
21362,230
21363,210
21364,202
21365,235
21366,250
21367,264
21368,250
21369,264
21370,169
21371,199
21372,206
21373,233
21374,203
21375,232
21376,213
21377,235
21378,254
21379,266
21380,183
21381,147
21382,157
21383,189
21384,183
21385,205
21386,189
21387,216
21388,202
21389,218
21390,245
21391,259
21392,185
21393,149
21394,159
21395,194
21396,189
21397,221
21398,197
21399,230
21400,210
21401,235
21402,250
21403,264
21404,174
21405,199
21406,214
21407,244
21408,228
21409,255
21410,212
21411,238
21412,213
21413,247
21414,221
21415,238
21416,184
21417,204
21418,218
21419,251
21420,225
21421,258
21422,217
21423,246
21424,211
21425,247
21426,226
21427,238
21428,174
21429,199
21430,204
21431,244
21432,212
21433,238
21434,213
21435,244
21436,213
21437,244
21438,184
21439,204
21440,214
21441,251
21442,217
21443,246
21444,214
21445,244
21446,214
21447,244
21448,172
21449,196
21450,223
21451,175
21452,185
21453,146
21454,200
21455,214
21456,157
21457,160
21458,167
21459,194
21460,194
21461,187
21462,183
21463,146
21464,214
21465,157
21466,162
21467,170
21468,139
21469,178
21470,154
21471,124
21472,180
21473,180
21474,132
21475,139
21476,146
21477,190
21478,183
21479,135
21480,197
21481,200
21482,151
21483,157
21484,169
21485,154
21486,190
21487,199
21488,185
21489,146
21490,157
21491,160
21492,145
21493,158
21494,163
21495,182
21496,154
21497,129
21498,124
21499,120
21500,140
21501,140
21502,158
21503,182
21504,124
21505,120
21506,129
21507,140
21508,158
21509,181
21510,135
21511,156
21512,161
21513,140
21514,186
21515,198
21516,145
21517,158
21518,156
21519,150
21520,159
21521,158
21522,205
21523,166
21524,156
21525,188
21526,167
21527,158
21528,181
21529,130
21530,161
21531,135
21532,181
21533,198
21534,145
21535,158
21536,156
21537,150
21538,151
21539,188
21540,159
21541,162
21542,139
21543,135
21544,137
21545,167
21546,185
21547,139
21548,145
21549,228
21550,199
21551,153
21552,153
21553,204
21554,169
21555,206
21556,230
21557,253
21558,113
21559,116
21560,118
21561,121
21562,120
21563,127
21564,127
21565,113
21566,116
21567,113
21568,116
21569,118
21570,121
21571,120
21572,127
21573,127
21574,122
21575,116
21576,126
21577,119
21578,121
21579,124
21580,122
21581,121
21582,122
21583,122
21584,197
21585,217
21586,197
21587,217
21588,197
21589,217
21590,250
21591,250
21592,228
21593,228
21594,266
21595,237
21596,302
21597,302
21598,244
21599,244
21600,352
21601,233
21602,228
21603,248
21604,237
21605,222
21606,258
21607,222
21608,267
21609,223
21610,230
21611,223
21612,229
21613,249
21614,264
21615,238
21616,282
21617,275
21618,291
21619,220
21620,220
21621,254
21622,250
21623,214
21624,207
21625,244
21626,257
21627,184
21628,207
21629,202
21630,212
21631,207
21632,210
21633,210
21634,233
21635,229
21636,286
21637,229
21638,290
21639,233
21640,233
21641,209
21642,202
21643,212
21644,207
21645,210
21646,207
21647,231
21648,231
21649,286
21650,290
21651,231
21652,210
21653,195
21654,205
21655,220
21656,220
21657,228
21658,154
21659,174
21660,172
21661,160
21662,174
21663,184
21664,174
21665,167
21666,167
21667,184
21668,167
21669,148
21670,143
21671,148
21672,122
21673,122
21674,159
21675,170
21676,175
21677,173
21678,165
21679,165
21680,182
21681,166
21682,144
21683,174
21684,150
21685,249
21686,132
21687,131
21688,163
21689,166
21690,161
21691,144
21692,164
21693,171
21694,187
21695,172
21696,146
21697,149
21698,191
21699,221
21700,193
21701,224
21702,156
21703,158
21704,161
21705,163
21706,109
21707,109
21708,109
21709,221
21710,240
21711,243
21712,238
21713,291
21714,292
21715,282
21716,387
21717,248
21718,104
21719,202
21720,212
21721,185
21722,173
21723,178
21724,184
21725,179
21726,167
21727,178
21728,127
21729,141
21730,136
21731,119
21732,119
21733,170
21734,139
21735,144
21736,139
21737,144
21738,161
21739,184
21740,197
21741,214
21742,209
21743,197
21744,209
21745,168
21746,185
21747,194
21748,160
21749,228
21750,138
21751,140
21752,125
21753,127
21754,125
21755,127
21756,115
21757,115
21758,127
21759,139
21760,144
21761,127
21762,139
21763,144
21764,115
21765,119
21766,124
21767,115
21768,119
21769,124
21770,142
21771,180
21772,185
21773,146
21774,180
21775,179
21776,185
21777,179
21778,185
21779,134
21780,137
21781,146
21782,139
21783,124
21784,124
21785,124
21786,124
21787,166
21788,149
21789,163
21790,142
21791,130
21792,134
21793,137
21794,146
21795,139
21796,124
21797,124
21798,124
21799,124
21800,166
21801,149
21802,142
21803,132
21804,135
21805,154
21806,175
21807,173
21808,187
21809,143
21810,190
21811,187
21812,135
21813,154
21814,161
21815,161
21816,187
21817,140
21818,187
21819,190
21820,230
21821,130
21822,130
21823,151
21824,151
21825,151
21826,168
21827,158
21828,156
21829,163
21830,161
21831,161
21832,158
21833,156
21834,158
21835,163
21836,163
21837,138
21838,135
21839,138
21840,135
21841,138
21842,185
21843,194
21844,185
21845,199
21846,190
21847,197
21848,187
21849,202
21850,192
21851,197
21852,185
21853,202
21854,190
21855,190
21856,165
21857,162
21858,157
21859,192
21860,165
21861,159
21862,192
21863,162
21864,157
21865,157
21866,216
21867,218
21868,216
21869,223
21870,221
21871,228
21872,130
21873,130
21874,146
21875,146
21876,161
21877,158
21878,156
21879,158
21880,163
21881,135
21882,138
21883,135
21884,138
21885,178
21886,187
21887,182
21888,192
21889,175
21890,187
21891,180
21892,192
21893,159
21894,157
21895,159
21896,189
21897,157
21898,189
21899,218
21900,216
21901,226
21902,223
21903,175
21904,187
21905,165
21906,194
21907,167
21908,194
21909,228
21910,230
21911,197
21912,204
21913,175
21914,182
21915,187
21916,162
21917,194
21918,165
21919,194
21920,228
21921,230
21922,197
21923,204
21924,190
21925,180
21926,180
21927,189
21928,162
21929,165
21930,192
21931,159
21932,162
21933,214
21934,216
21935,194
21936,199
21937,197
21938,202
21939,269
21940,254
21941,257
21942,189
21943,194
21944,180
21945,159
21946,189
21947,162
21948,192
21949,159
21950,162
21951,214
21952,216
21953,194
21954,199
21955,197
21956,202
21957,269
21958,254
21959,257
21960,189
21961,194
21962,124
21963,146
21964,185
21965,124
21966,144
21967,146
21968,185
21969,175
21970,190
21971,175
21972,173
21973,182
21974,185
21975,173
21976,180
21977,175
21978,157
21979,184
21980,189
21981,192
21982,162
21983,159
21984,189
21985,159
21986,186
21987,157
21988,154
21989,162
21990,159
21991,157
21992,154
21993,211
21994,214
21995,206
21996,209
21997,192
21998,262
21999,180
22000,197
22001,187
22002,199
22003,190
22004,192
22005,180
22006,194
22007,182
22008,269
22009,252
22010,250
22011,250
22012,247
22013,247
22014,262
22015,194
22016,186
22017,192
22018,186
22019,173
22020,182
22021,175
22022,180
22023,173
22024,184
22025,154
22026,159
22027,192
22028,157
22029,189
22030,157
22031,189
22032,154
22033,186
22034,154
22035,159
22036,157
22037,157
22038,154
22039,211
22040,206
22041,214
22042,209
22043,180
22044,192
22045,190
22046,199
22047,182
22048,194
22049,187
22050,197
22051,180
22052,192
22053,262
22054,250
22055,247
22056,269
22057,252
22058,250
22059,186
22060,186
22061,194
22062,192
22063,205
22064,224
22065,224
22066,202
22067,169
22068,180
22069,194
22070,143
22071,210
22072,224
22073,181
22074,198
22075,158
22076,194
22077,194
22078,219
22079,148
22080,159
22081,165
22082,169
22083,169
22084,174
22085,174
22086,159
22087,180
22088,153
22089,132
22090,143
22091,143
22092,156
22093,159
22094,159
22095,145
22096,145
22097,169
22098,156
22099,188
22100,189
22101,188
22102,194
22103,255
22104,231
22105,172
22106,172
22107,172
22108,171
22109,191
22110,159
22111,164
22112,143
22113,148
22114,145
22115,164
22116,174
22117,153
22118,158
22119,169
22120,169
22121,174
22122,174
22123,165
22124,156
22125,159
22126,137
22127,138
22128,160
22129,160
22130,148
22131,148
22132,188
22133,189
22134,187
22135,192
22136,159
22137,199
22138,202
22139,218
22140,214
22141,160
22142,181
22143,184
22144,173
22145,242
22146,182
22147,190
22148,157
22149,197
22150,197
22151,209
22152,159
22153,178
22154,181
22155,160
22156,214
22157,240
22158,181
22159,153
22160,156
22161,197
22162,213
22163,177
22164,182
22165,174
22166,180
22167,156
22168,158
22169,177
22170,169
22171,194
22172,212
22173,238
22174,179
22175,148
22176,151
22177,193
22178,206
22179,174
22180,177
22181,172
22182,175
22183,153
22184,156
22185,172
22186,160
22187,193
22188,207
22189,233
22190,259
22191,288
22192,310
22193,348
22194,134
22195,140
22196,179
22197,157
22198,152
22199,129
22200,119
22201,119
22202,165
22203,186
22204,132
22205,225
22206,247
22207,172
22208,196
22209,223
22210,250
22211,175
22212,180
22213,275
22214,267
22215,278
22216,283
22217,324
22218,346
22219,179
22220,176
22221,193
22222,156
22223,158
22224,158
22225,172
22226,177
22227,159
22228,161
22229,182
22230,174
22231,219
22232,243
22233,257
22234,221
22235,219
22236,251
22237,221
22238,257
22239,303
22240,243
22241,251
22242,257
22243,262
22244,243
22245,251
22246,262
22247,243
22248,254
22249,262
22250,275
22251,257
22252,254
22253,262
22254,243
22255,254
22256,262
22257,275
22258,257
22259,254
22260,262
22261,214
22262,221
22263,211
22264,211
22265,251
22266,219
22267,221
22268,217
22269,224
22270,224
22271,227
22272,259
22273,227
22274,229
22275,253
22276,214
22277,221
22278,211
22279,211
22280,251
22281,219
22282,221
22283,240
22284,214
22285,221
22286,211
22287,211
